title,company,location,url,keywords,search_location,description
"Electrical Engineer | Remote
Electrical Engineer | Remote",,,https://www.linkedin.com/jobs/view/4466385599/?eBP=CwEAAAGguGE-cril_Xk4_7durqGbEDRc9jtMm1u46LKTs1I3Vk5igDATZBb-YSldydAz6aiTLxYPRI0KMn2QgNYDscED9dkkNhcwGDoQycBWh4ptf0pwG13oU4aOHN9r3RQW5KmZMAvt2LRwhT5FIT9_uJguupr3osPUSAYcqT74qg6EGToJa1SwPfDQbAXgavVcn8wLtYedJnUKsZQI2AgkXiRQ_QV82CatUW0_K-ONDZwJgQC9aJcl6h7EKM5DeRjGo2dWtr8IPy8itvgnJ7boG9VvKQg5L1W3J4KsRsDZlBO3jBnVbI51PZlYYKFQFW6KUnHsp02rYakBnOZWn8RsbuHACy4txA1LZjW6YjOqaHlNuuGar_XUN-_g85RDPXcO-3uhpp7oyiwtB2j2EMqKYdC6ZcnWTPphfm9-E7gZyZ7nv-2FY3mlD8R5YlmN-gPGIz_aSiM61ktNfawUxPmNWsfw1xJfAhD4WoLtdmT099f_koK7ARh-UY_1AJGZ&refId=fyxyo4RkZEzuSWypeS93VQ%3D%3D&trackingId=vcuZmWjVDhvmwlGCbrYIvQ%3D%3D&trk=flagship3_search_srp_jobs,microcontrollers,Sudan,
"Electronic Engineer
Electronic Engineer",,,https://www.linkedin.com/jobs/view/4457602129/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=fyxyo4RkZEzuSWypeS93VQ%3D%3D&trackingId=9nbGh8Qqh7Ha76meWW7Asw%3D%3D&trk=flagship3_search_srp_jobs,microcontrollers,Sudan,
"Service Technician
Service Technician",,,https://www.linkedin.com/jobs/view/4466289776/?eBP=BUDGET_EXHAUSTED_JOB&refId=fyxyo4RkZEzuSWypeS93VQ%3D%3D&trackingId=8sh4KBADdIWn%2FCRR%2BcKPcQ%3D%3D&trk=flagship3_search_srp_jobs,microcontrollers,Sudan,
Electrical Engineer | Remote,,,https://www.linkedin.com/jobs/view/4466385599/?alternateChannel=search&eBP=CwEAAAGguGE-cril_Xk4_7durqGbEDRc9jtMm1u46LKTs1I3Vk5igDATZBb-YSldydAz6aiTLxYPRI0KMn2QgNYDscED9dkkNhcwGDoQycBWh4ptf0pwG13oU4aOHN9r3RQW5KmZMAvt2LRwhT5FIT9_uJguupr3osPUSAYcqT74qg6EGToJa1SwPfDQbAXgavVcn8wLtYedJnUKsZQI2AgkXiRQ_QV82CatUW0_K-ONDZwJgQC9aJcl6h7EKM5DeRjGo2dWtr8IPy8itvgnJ7boG9VvKQg5L1W3J4KsRsDZlBO3jBnVbI51PZlYYKFQFW6KUnHsp02rYakBnOZWn8RsbuHACy4txA1LZjW6YjOqaHlNuuGar_XUN-_g85RDPXcO-3uhpp7oyiwtB2j2EMqKYdC6ZcnWTPphfm9-E7gZyZ7nv-2FY3mlD8R5YlmN-gPGIz_aSiM61ktNfawUxPmNWsfw1xJfAhD4WoLtdmT099f_koK7ARh-UY_1AJGZ&refId=fyxyo4RkZEzuSWypeS93VQ%3D%3D&trackingId=vcuZmWjVDhvmwlGCbrYIvQ%3D%3D&trk=d_flagship3_search_srp_jobs,microcontrollers,Sudan,
"Electrical Engineer | Remote
Electrical Engineer | Remote",,,https://www.linkedin.com/jobs/view/4466385599/?eBP=CwEAAAGguGFTALcBcMFEEPC_qINr3okpa067ObSyjuVLTBLpY98xUur0gGvQbgjZURaQhnHHtr7wA2DlQz4JvKTehGJ-tb29Cnzp7H9ZL11tFaP05v1Lt-T8DYFCs8bm2U8h7b8gAfwZLvkdN741CEudZBJ_vuCPHuBlq_FcK-kIPKBCNemVhTpOIVPgJ6CV7Ak4u66rxw4qO9dy0ZRKS9KFJuVwV98W3_gHPjUq2Hsex9_isVYz2Ap24coThP8zDWfaECP4Tz1XCWifSbD9I4weOmojlIKMa9AZhexne8vtuKHKNcERJU4mb9z3tX2mTqs_1XWw9vh4fgqiRTOapPl2Dxr00_OgrpFFQAfswaMcfj0O8V5Elo1sMr04yPvY6DnOl6Sk3pFS_zH4z9Cao7iRxQ25omSWtVQMl-pNQXo2qZKm8bvL9XalVdD-mdknZSuq7Hku7QqR7spPpUXjog_WkvSY9-qZOgNzUAleIX8MdUJf7ZbiiE4b6-LQpZJOdg&refId=cxOijLKRpTLdAoGRf9yC4Q%3D%3D&trackingId=j5LsNiCcP5qDXxADjvUWYA%3D%3D&trk=flagship3_search_srp_jobs,electrical control engineer,Sudan,
"Electronic Engineer
Electronic Engineer",,,https://www.linkedin.com/jobs/view/4457602129/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=cxOijLKRpTLdAoGRf9yC4Q%3D%3D&trackingId=KTm253YaAOYKoLDxNB52YA%3D%3D&trk=flagship3_search_srp_jobs,electrical control engineer,Sudan,
Electrical Engineer | Remote,,,https://www.linkedin.com/jobs/view/4466385599/?alternateChannel=search&eBP=CwEAAAGguGFTALcBcMFEEPC_qINr3okpa067ObSyjuVLTBLpY98xUur0gGvQbgjZURaQhnHHtr7wA2DlQz4JvKTehGJ-tb29Cnzp7H9ZL11tFaP05v1Lt-T8DYFCs8bm2U8h7b8gAfwZLvkdN741CEudZBJ_vuCPHuBlq_FcK-kIPKBCNemVhTpOIVPgJ6CV7Ak4u66rxw4qO9dy0ZRKS9KFJuVwV98W3_gHPjUq2Hsex9_isVYz2Ap24coThP8zDWfaECP4Tz1XCWifSbD9I4weOmojlIKMa9AZhexne8vtuKHKNcERJU4mb9z3tX2mTqs_1XWw9vh4fgqiRTOapPl2Dxr00_OgrpFFQAfswaMcfj0O8V5Elo1sMr04yPvY6DnOl6Sk3pFS_zH4z9Cao7iRxQ25omSWtVQMl-pNQXo2qZKm8bvL9XalVdD-mdknZSuq7Hku7QqR7spPpUXjog_WkvSY9-qZOgNzUAleIX8MdUJf7ZbiiE4b6-LQpZJOdg&refId=cxOijLKRpTLdAoGRf9yC4Q%3D%3D&trackingId=j5LsNiCcP5qDXxADjvUWYA%3D%3D&trk=d_flagship3_search_srp_jobs,electrical control engineer,Sudan,
"Electrical Engineer | Remote
Electrical Engineer | Remote",,,https://www.linkedin.com/jobs/view/4466385599/?eBP=CwEAAAGguGFqkQGnS-pR1hq0oznq95fc7VVsTOnIZJd0hsbZdytqEPkrJ2u8oB68fqEBOJtCpDP7jUcDk63GjPl2-Dbqah4W5egvk2TOym0vVXVsZgqjjQBe6porkJrGzWRM0sjyUtpPjtbG4Rv6RqcZadJfZqF4og_5-yr90qR2z0qRwRonUBG1jhZsISGOcfJDp9z_YM8586dv39iSBbazrp1nAjZQOejVHLoeLm0ATwJQiix7WCbw5cRShqtmmONeov4qKl6jT8d2p-pbhoDg7Bx1a20HbqNNd7p_Z-YEx3jFNHAH3ba8ghPZhy2ZWRTTmninQ7c0QpqgosybUWdh3r8h3S9rnKHDwJ1sOAdDC83GCuwHNPYA-x7w8mcuwbzOw9KyDX6xFyYpqFPWZ_w0kyRhJXwr9iJa0Gm87yBg92ETBjIqswqte25CIC8r1g2G_FWMbwhsl9isy2bgtFmvpWubl9OLq762754diB6fZfsS1sSlLtpewtm6z_ewiQ&refId=N1Wy0WYJP6%2BTNxYISd8lKg%3D%3D&trackingId=TdO3bGuLFf6oLeQ1q%2B%2F9fg%3D%3D&trk=flagship3_search_srp_jobs,industrial automation,Sudan,
"Service Technician
Service Technician",,,https://www.linkedin.com/jobs/view/4466289776/?eBP=BUDGET_EXHAUSTED_JOB&refId=N1Wy0WYJP6%2BTNxYISd8lKg%3D%3D&trackingId=7IHisoTD%2FNZ85DkDuMCSzg%3D%3D&trk=flagship3_search_srp_jobs,industrial automation,Sudan,
Electrical Engineer | Remote,,,https://www.linkedin.com/jobs/view/4466385599/?alternateChannel=search&eBP=CwEAAAGguGFqkQGnS-pR1hq0oznq95fc7VVsTOnIZJd0hsbZdytqEPkrJ2u8oB68fqEBOJtCpDP7jUcDk63GjPl2-Dbqah4W5egvk2TOym0vVXVsZgqjjQBe6porkJrGzWRM0sjyUtpPjtbG4Rv6RqcZadJfZqF4og_5-yr90qR2z0qRwRonUBG1jhZsISGOcfJDp9z_YM8586dv39iSBbazrp1nAjZQOejVHLoeLm0ATwJQiix7WCbw5cRShqtmmONeov4qKl6jT8d2p-pbhoDg7Bx1a20HbqNNd7p_Z-YEx3jFNHAH3ba8ghPZhy2ZWRTTmninQ7c0QpqgosybUWdh3r8h3S9rnKHDwJ1sOAdDC83GCuwHNPYA-x7w8mcuwbzOw9KyDX6xFyYpqFPWZ_w0kyRhJXwr9iJa0Gm87yBg92ETBjIqswqte25CIC8r1g2G_FWMbwhsl9isy2bgtFmvpWubl9OLq762754diB6fZfsS1sSlLtpewtm6z_ewiQ&refId=N1Wy0WYJP6%2BTNxYISd8lKg%3D%3D&trackingId=TdO3bGuLFf6oLeQ1q%2B%2F9fg%3D%3D&trk=d_flagship3_search_srp_jobs,industrial automation,Sudan,
"Junior Instrument and Control Technician
Junior Instrument and Control Technician with verification",,,https://www.linkedin.com/jobs/view/4406482206/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=8AuliyG5WHyhDyddMfE%2BJw%3D%3D&trackingId=dudQyuog%2FI3N17SHfvsa7g%3D%3D&trk=flagship3_search_srp_jobs,control systems,Middle East,
"ENGINEER, TESTING & COMMI.
ENGINEER, TESTING & COMMI.",,,https://www.linkedin.com/jobs/view/4462782982/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=8AuliyG5WHyhDyddMfE%2BJw%3D%3D&trackingId=HcHve52SyVQ0RLwkS4kUcA%3D%3D&trk=flagship3_search_srp_jobs,control systems,Middle East,
"engineering - Graduate Trainee
engineering - Graduate Trainee",,,https://www.linkedin.com/jobs/view/4462874910/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=8AuliyG5WHyhDyddMfE%2BJw%3D%3D&trackingId=PoVsneW9%2FgjyaFoMhlZAlA%3D%3D&trk=flagship3_search_srp_jobs,control systems,Middle East,
"Embedded Systems Engineer
Embedded Systems Engineer",,,https://www.linkedin.com/jobs/view/4460263998/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=8AuliyG5WHyhDyddMfE%2BJw%3D%3D&trackingId=8JZMc%2BwH7a9RU8619L10xA%3D%3D&trk=flagship3_search_srp_jobs,control systems,Middle East,
"Shift Engineer
Shift Engineer with verification",,,https://www.linkedin.com/jobs/view/4463246246/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=8AuliyG5WHyhDyddMfE%2BJw%3D%3D&trackingId=w5k6nhHC3pnu7qGwTPOPmA%3D%3D&trk=flagship3_search_srp_jobs,control systems,Middle East,
Junior Instrument and Control Technician,,,https://www.linkedin.com/jobs/view/4406482206/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=8AuliyG5WHyhDyddMfE%2BJw%3D%3D&trackingId=dudQyuog%2FI3N17SHfvsa7g%3D%3D&trk=d_flagship3_search_srp_jobs,control systems,Middle East,
"Junior Instrument and Control Technician
Junior Instrument and Control Technician with verification",,,https://www.linkedin.com/jobs/view/4406482206/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=WfHGCJCZ9XBFQokhozh6Qg%3D%3D&trackingId=%2Bxf75nZp%2BG0z9S8e6aWk%2FQ%3D%3D&trk=flagship3_search_srp_jobs,SCADA,Middle East,
"ENGINEER, TESTING & COMMI.
ENGINEER, TESTING & COMMI.",,,https://www.linkedin.com/jobs/view/4462782982/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=WfHGCJCZ9XBFQokhozh6Qg%3D%3D&trackingId=x5t%2BgKmVSOK%2BeZBoQ4Fmuw%3D%3D&trk=flagship3_search_srp_jobs,SCADA,Middle East,
"Graduate I&C Engineer
Graduate I&C Engineer with verification",,,https://www.linkedin.com/jobs/view/4443610273/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=WfHGCJCZ9XBFQokhozh6Qg%3D%3D&trackingId=o4Jp%2BI06H%2BL0BT3vdZFe3g%3D%3D&trk=flagship3_search_srp_jobs,SCADA,Middle East,
"Fresh graduate Technicians
Fresh graduate Technicians with verification",,,https://www.linkedin.com/jobs/view/4463794630/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=WfHGCJCZ9XBFQokhozh6Qg%3D%3D&trackingId=33Kdw0M9JTOsgey8zbcKfQ%3D%3D&trk=flagship3_search_srp_jobs,SCADA,Middle East,
"engineering - Graduate Trainee
engineering - Graduate Trainee",,,https://www.linkedin.com/jobs/view/4462874910/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=WfHGCJCZ9XBFQokhozh6Qg%3D%3D&trackingId=japTzCDncBPK7feH4m6sIw%3D%3D&trk=flagship3_search_srp_jobs,SCADA,Middle East,
"Engineering Opportunities - Fresh Graduates
Engineering Opportunities - Fresh Graduates",,,https://www.linkedin.com/jobs/view/4465034338/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=WfHGCJCZ9XBFQokhozh6Qg%3D%3D&trackingId=KPJ%2BkM%2BffNKHer%2Fv8kyyJw%3D%3D&trk=flagship3_search_srp_jobs,SCADA,Middle East,
Junior Instrument and Control Technician,,,https://www.linkedin.com/jobs/view/4406482206/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=WfHGCJCZ9XBFQokhozh6Qg%3D%3D&trackingId=%2Bxf75nZp%2BG0z9S8e6aWk%2FQ%3D%3D&trk=d_flagship3_search_srp_jobs,SCADA,Middle East,
"ENGINEER, TESTING & COMMI.
ENGINEER, TESTING & COMMI.",,,https://www.linkedin.com/jobs/view/4462782982/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=MQS2z6ppmNxeibcNEGZn%2Fg%3D%3D&trackingId=me0XCwlM5jXldE%2FTpKJieg%3D%3D&trk=flagship3_search_srp_jobs,data center,Middle East,
"MEA Engineering Intern - TareeGE
MEA Engineering Intern - TareeGE with verification",,,https://www.linkedin.com/jobs/view/4439789303/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=MQS2z6ppmNxeibcNEGZn%2Fg%3D%3D&trackingId=G8kAKxlenxPREnzDAz4%2B2Q%3D%3D&trk=flagship3_search_srp_jobs,data center,Middle East,
"Fresh graduate Technicians
Fresh graduate Technicians with verification",,,https://www.linkedin.com/jobs/view/4463794630/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=MQS2z6ppmNxeibcNEGZn%2Fg%3D%3D&trackingId=qBzfM5OT0LBbVb6dji25%2FQ%3D%3D&trk=flagship3_search_srp_jobs,data center,Middle East,
"Technical Support Engineer Graduate (Saudi National)
Technical Support Engineer Graduate (Saudi National) with verification",,,https://www.linkedin.com/jobs/view/4462433069/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=MQS2z6ppmNxeibcNEGZn%2Fg%3D%3D&trackingId=CIJFfgFCvOEsap0YFOlr9g%3D%3D&trk=flagship3_search_srp_jobs,data center,Middle East,
"Engineering Opportunities - Fresh Graduates
Engineering Opportunities - Fresh Graduates",,,https://www.linkedin.com/jobs/view/4465034338/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=MQS2z6ppmNxeibcNEGZn%2Fg%3D%3D&trackingId=5Y30GaljyUmOvwAXiE4POA%3D%3D&trk=flagship3_search_srp_jobs,data center,Middle East,
"ENGINEER, TESTING & COMMI.",,,https://www.linkedin.com/jobs/view/4462782982/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=MQS2z6ppmNxeibcNEGZn%2Fg%3D%3D&trackingId=me0XCwlM5jXldE%2FTpKJieg%3D%3D&trk=d_flagship3_search_srp_jobs,data center,Middle East,
"ENGINEER, TESTING & COMMI.
ENGINEER, TESTING & COMMI.",,,https://www.linkedin.com/jobs/view/4462782982/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=tw2OiPQvrNqRxWM%2BrxHvvQ%3D%3D&trackingId=qDD2p%2FHr%2BA3VrZD6RaHw7w%3D%3D&trk=flagship3_search_srp_jobs,oil gas,Middle East,
"Electrician – O&M – Power
Electrician – O&M – Power",,,https://www.linkedin.com/jobs/view/4467582424/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=tw2OiPQvrNqRxWM%2BrxHvvQ%3D%3D&trackingId=B476NlZ9e49O5cI0auIQpA%3D%3D&trk=flagship3_search_srp_jobs,oil gas,Middle East,
"Graduate I&C Engineer
Graduate I&C Engineer with verification",,,https://www.linkedin.com/jobs/view/4443610273/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=tw2OiPQvrNqRxWM%2BrxHvvQ%3D%3D&trackingId=4mYQsreKol9gAQxyOHBErw%3D%3D&trk=flagship3_search_srp_jobs,oil gas,Middle East,
"Fresh graduate Technicians
Fresh graduate Technicians with verification",,,https://www.linkedin.com/jobs/view/4463794630/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=tw2OiPQvrNqRxWM%2BrxHvvQ%3D%3D&trackingId=VzWL6rkDvO8H9UyCeNWJ2Q%3D%3D&trk=flagship3_search_srp_jobs,oil gas,Middle East,
"Technical Support Engineer Graduate (Saudi National)
Technical Support Engineer Graduate (Saudi National) with verification",,,https://www.linkedin.com/jobs/view/4462433069/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=tw2OiPQvrNqRxWM%2BrxHvvQ%3D%3D&trackingId=PEANqdbrgZEtb6ucdt9O1A%3D%3D&trk=flagship3_search_srp_jobs,oil gas,Middle East,
"Engineering Opportunities - Fresh Graduates
Engineering Opportunities - Fresh Graduates",,,https://www.linkedin.com/jobs/view/4465034338/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=tw2OiPQvrNqRxWM%2BrxHvvQ%3D%3D&trackingId=SY2bVDf%2BVG7LTH8KRFLJBQ%3D%3D&trk=flagship3_search_srp_jobs,oil gas,Middle East,
"Automation Test Engineer | Remote
Automation Test Engineer | Remote",,,https://www.linkedin.com/jobs/view/4466374721/?eBP=CwEAAAGguGIVerpoUDumaK0Sbz56AU6AhZ5u0WCoQwUgLY0viRCmP4fE2vtsJzERIg2ErzQW2hDDkiYwwvypgffnEOTwhlrMAdkjReXsdv5Ua_keuXYzJ2cl8LbnCRWUmgh-8v4v3ZCqbQ-FIsO0Uxna59hVCVZNjz-WYFDsQ1gidqkviByJfrGaEzDUCyvWXNlyMtP-Y2WHx7O4cyXkgZjHy2Y-X4MN6ocIzobLVCh0bC49ca_j8GuCvugIiJYoxgNeq513gcBgFUJ10zEC8vUSAvKoxl6fp9lL6Ufg5m1966t-G_9jZbsMZg3nMZzBx0BfNmT5FbFHkbMQvYJbFTGL_dNJVtq4IglR4SASmgmnk1exgQB7QTxQMLD8xoyR14IVf4OzN7Hj5_f4P31WdBGdeW7NmmgYd8WWUX8H8ft6z3usTvKBAAi87wX5dVNLm1m_hX76rObkIYCr1UjYoKncsMlFnPIZErGCRjZy12aMkJXvWssaA3gOJT3xRXGYkFfyqg&refId=Bld%2FJlUeHVqHImVnRj%2BM2Q%3D%3D&trackingId=AdidT8%2BO0AGMOaavE7pUPQ%3D%3D&trk=flagship3_search_srp_jobs,automation engineer,Sudan,
