title,company,location,url,keywords,search_location,description
"Electronic Engineer
Electronic Engineer",,,https://www.linkedin.com/jobs/view/4457602129/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=ddzR9x9qB8w9nxK2%2F4sEDg%3D%3D&trackingId=GeDN8DjWdYKUWPn8mKDdYA%3D%3D&trk=flagship3_search_srp_jobs,microcontrollers,Sudan,
"Service Technician
Service Technician",,,https://www.linkedin.com/jobs/view/4466289776/?eBP=BUDGET_EXHAUSTED_JOB&refId=ddzR9x9qB8w9nxK2%2F4sEDg%3D%3D&trackingId=6aCE%2FrQZ0q%2F%2Ffvu7OR9P7g%3D%3D&trk=flagship3_search_srp_jobs,microcontrollers,Sudan,
"Customer Solutions Engineer - EMEA
Customer Solutions Engineer - EMEA with verification",,,https://www.linkedin.com/jobs/view/4449661137/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=ddzR9x9qB8w9nxK2%2F4sEDg%3D%3D&trackingId=cii5OsdJ6b4OzoiTUIFqPA%3D%3D&trk=flagship3_search_srp_jobs,microcontrollers,Sudan,
Electrical Engineer | Remote,,,https://www.linkedin.com/jobs/view/4466385599/?alternateChannel=search&eBP=CwEAAAGguGYAkx3a-L62mamIbVGNwekLQ9ZEabHXHRMF32oIBI5o0Z9tftQlDDCYD1OaF04CyCPOuCQt8z_kH4qgTCImPIlppTShj1KRxjhfI5tmZrDKWjbarfn9Kwb7fpsyRlUE4b9VIyZ1fZfLWbBt9x33FeX623sM8xrDLBtd5qGNidWz4wG3JVNvjH4P-GFwCPWAgJbGtxXEmAsuyOkEBBqxmMPYgMsMRoFZJIL62H1yuaENQUJpb2Z1sVtvAHd1xirdPhxwHjftO68HG222BCmMdz550y5xf64ZT9j5bwWLXCeydNgvoKq0j-sj9z_aRXfzWjWfiv8si4ZedmGCFtoL555w7O5RHQ1Yzzw8Otb1QxyUhq8CSI-NPt3LgtAhavs_QAf9OIpXYqfB-6RvwL5TZhs9QVYUbONmH_qMjGjC8v33hjjUbsWbPMVHNumi91VNG3nUUJYVpMzG4vjKXqtRHv-U-4ucuccnCdVXuyC7mIM4ftTJ3WUnmU7wor0&refId=ddzR9x9qB8w9nxK2%2F4sEDg%3D%3D&trackingId=iNWD6Mzo5oCmlkIG9GSiSw%3D%3D&trk=d_flagship3_search_srp_jobs,microcontrollers,Sudan,
"Electrical Engineer | Remote
Electrical Engineer | Remote",,,https://www.linkedin.com/jobs/view/4466385599/?eBP=CwEAAAGguGYd4TQNNAP1u2ERZ-Rn_1Ps-hwdFfkiWtLrEUbjB-L5CKyD0YU2WlWgnXPgFMe2ZB2vN7IGA3FfCHjxPVdpybf5-hAQ35C3z9OXUOsmZd7M9up4cYa6FJFJIcmGxO8YpZCbw2tgWLnAOHxcP4PUbtmNhx0Q7loJkk2DHTP4AeRwcunEduiXwtkxPv1PYhewDqs9eAktvGgcmz7tjcO3rGINaH4V4WuAwmd0CxEgkScFJB_5JcwOYlnhBJLqV_pjukC8uZJg_rVT5R4mjzNHm1EgO8kCZlw8v5FDR0Eot73f8ZQalUaxD4F6UDDvYPwZDbkNjIskus98fFjBs7-DarP-pDSqo4a16hcCD2pQGrtwzHJJ1uNl1iE4m1ByFR12UtLLNfn0sr-4rT6s2HMmmvRQqils1-oEVJ8rjYMgQIsivta8RB0Ec1hR73pcXvkK3ftqPmcdaK794r54_PKrkRC_vLIONWiyQqlLLfk1jtDVFRIsTovS3DcIqTOH&refId=OQF5XuDAn%2Fpb9twGfYF22g%3D%3D&trackingId=dLVg1BbZtceeD4ZjF43SmQ%3D%3D&trk=flagship3_search_srp_jobs,electrical control engineer,Sudan,
"Electronic Engineer
Electronic Engineer",,,https://www.linkedin.com/jobs/view/4457602129/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=OQF5XuDAn%2Fpb9twGfYF22g%3D%3D&trackingId=H45Z3d65u%2FO5l%2Fe5ID1Inw%3D%3D&trk=flagship3_search_srp_jobs,electrical control engineer,Sudan,
Electrical Engineer | Remote,,,https://www.linkedin.com/jobs/view/4466385599/?alternateChannel=search&eBP=CwEAAAGguGYd4TQNNAP1u2ERZ-Rn_1Ps-hwdFfkiWtLrEUbjB-L5CKyD0YU2WlWgnXPgFMe2ZB2vN7IGA3FfCHjxPVdpybf5-hAQ35C3z9OXUOsmZd7M9up4cYa6FJFJIcmGxO8YpZCbw2tgWLnAOHxcP4PUbtmNhx0Q7loJkk2DHTP4AeRwcunEduiXwtkxPv1PYhewDqs9eAktvGgcmz7tjcO3rGINaH4V4WuAwmd0CxEgkScFJB_5JcwOYlnhBJLqV_pjukC8uZJg_rVT5R4mjzNHm1EgO8kCZlw8v5FDR0Eot73f8ZQalUaxD4F6UDDvYPwZDbkNjIskus98fFjBs7-DarP-pDSqo4a16hcCD2pQGrtwzHJJ1uNl1iE4m1ByFR12UtLLNfn0sr-4rT6s2HMmmvRQqils1-oEVJ8rjYMgQIsivta8RB0Ec1hR73pcXvkK3ftqPmcdaK794r54_PKrkRC_vLIONWiyQqlLLfk1jtDVFRIsTovS3DcIqTOH&refId=OQF5XuDAn%2Fpb9twGfYF22g%3D%3D&trackingId=dLVg1BbZtceeD4ZjF43SmQ%3D%3D&trk=d_flagship3_search_srp_jobs,electrical control engineer,Sudan,
"Electrical Engineer | Remote
Electrical Engineer | Remote",,,https://www.linkedin.com/jobs/view/4466385599/?eBP=CwEAAAGguGZBQprDayh1GGq28t71tXVSqmQevXU2ILRjbqSrpE3cdqmv_Q_mA2zpkdGUTyDl2_q6h1UhwhsIhg-FqKwICjUdS1b7P-9cLA2PMdsD-LgF27iLuMbXAK_OoeZhqQwMEiBuF4MzyIjXHz1T4HF3d-IYC3DvsHRZlZV0p4VDvLLtrNVRpv6u4ziw7mDnhLmnFwunO_O680xbBCVXD1yw7lPfRsTDl8MkN-jfDZLzFaZLoUKtLOX3oXiwtUZWVf5o-xm3wGm3M7n00X2cTAUAEbLoP9p52XpMs2m7YKJ_tVFI21uUR8EENSvQ2vxDv6xfyhTFa0ETRTFLXDUE6gbrrE6DiCv4PNi_NVMbDCO3tWui6Daqj75fE4Lu2EHDno406rr32BEMb8NgytxEEjtNd7JDjZlQDDBrmAMjapwRu5oV-fOBwuKCNPle9gSj14LUBW0tFfYqx3hblI5ee8XLlRk31U63i3ITO91xVTpzXC1qguhd2MNxfbVemA&refId=q2KpVKExLb98QV%2BnUc2vFA%3D%3D&trackingId=4U0H3GmDo1XjgBvywkNb%2Bg%3D%3D&trk=flagship3_search_srp_jobs,industrial automation,Sudan,
"Service Technician
Service Technician",,,https://www.linkedin.com/jobs/view/4466289776/?eBP=BUDGET_EXHAUSTED_JOB&refId=q2KpVKExLb98QV%2BnUc2vFA%3D%3D&trackingId=mktgduMUw2AaGtYnZ0p62Q%3D%3D&trk=flagship3_search_srp_jobs,industrial automation,Sudan,
Electrical Engineer | Remote,,,https://www.linkedin.com/jobs/view/4466385599/?alternateChannel=search&eBP=CwEAAAGguGZBQprDayh1GGq28t71tXVSqmQevXU2ILRjbqSrpE3cdqmv_Q_mA2zpkdGUTyDl2_q6h1UhwhsIhg-FqKwICjUdS1b7P-9cLA2PMdsD-LgF27iLuMbXAK_OoeZhqQwMEiBuF4MzyIjXHz1T4HF3d-IYC3DvsHRZlZV0p4VDvLLtrNVRpv6u4ziw7mDnhLmnFwunO_O680xbBCVXD1yw7lPfRsTDl8MkN-jfDZLzFaZLoUKtLOX3oXiwtUZWVf5o-xm3wGm3M7n00X2cTAUAEbLoP9p52XpMs2m7YKJ_tVFI21uUR8EENSvQ2vxDv6xfyhTFa0ETRTFLXDUE6gbrrE6DiCv4PNi_NVMbDCO3tWui6Daqj75fE4Lu2EHDno406rr32BEMb8NgytxEEjtNd7JDjZlQDDBrmAMjapwRu5oV-fOBwuKCNPle9gSj14LUBW0tFfYqx3hblI5ee8XLlRk31U63i3ITO91xVTpzXC1qguhd2MNxfbVemA&refId=q2KpVKExLb98QV%2BnUc2vFA%3D%3D&trackingId=4U0H3GmDo1XjgBvywkNb%2Bg%3D%3D&trk=d_flagship3_search_srp_jobs,industrial automation,Sudan,
"Junior Instrument and Control Technician
Junior Instrument and Control Technician with verification",,,https://www.linkedin.com/jobs/view/4406482206/?trk=flagship3_search_srp_jobs,control systems,Middle East,
"ENGINEER, TESTING & COMMI.
ENGINEER, TESTING & COMMI.",,,https://www.linkedin.com/jobs/view/4462782982/?trk=flagship3_search_srp_jobs,control systems,Middle East,
"engineering - Graduate Trainee
engineering - Graduate Trainee",,,https://www.linkedin.com/jobs/view/4462874910/?trk=flagship3_search_srp_jobs,control systems,Middle East,
"Embedded Systems Engineer
Embedded Systems Engineer",,,https://www.linkedin.com/jobs/view/4460263998/?trk=flagship3_search_srp_jobs,control systems,Middle East,
"Graduate I&C Engineer
Graduate I&C Engineer with verification",,,https://www.linkedin.com/jobs/view/4443610273/?trk=flagship3_search_srp_jobs,SCADA,Middle East,
"Fresh graduate Technicians
Fresh graduate Technicians with verification",,,https://www.linkedin.com/jobs/view/4463794630/?trk=flagship3_search_srp_jobs,SCADA,Middle East,
"Engineering Opportunities - Fresh Graduates
Engineering Opportunities - Fresh Graduates",,,https://www.linkedin.com/jobs/view/4465034338/?trk=flagship3_search_srp_jobs,SCADA,Middle East,
"ENGINEER, TESTING & COMMI.
ENGINEER, TESTING & COMMI.",,,https://www.linkedin.com/jobs/view/4462782982/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=84xsgiNlvqWeucoqeixEfg%3D%3D&trackingId=PWcM0A%2F%2Fap4uBs5PTn24qA%3D%3D&trk=flagship3_search_srp_jobs,data center,Middle East,
"Graduate Engineering Training Program – Kuwait Fund Collaboration-1
Graduate Engineering Training Program – Kuwait Fund Collaboration-1 with verification",,,https://www.linkedin.com/jobs/view/4468666941/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=84xsgiNlvqWeucoqeixEfg%3D%3D&trackingId=lSdbqO1i16PdNlL0%2FdyUHA%3D%3D&trk=flagship3_search_srp_jobs,data center,Middle East,
"Fresh graduate Technicians
Fresh graduate Technicians with verification",,,https://www.linkedin.com/jobs/view/4463794630/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=84xsgiNlvqWeucoqeixEfg%3D%3D&trackingId=Hth37uYjP4Oc%2F8cgcGTM%2BA%3D%3D&trk=flagship3_search_srp_jobs,data center,Middle East,
"Technical Support Engineer Graduate (Saudi National)
Technical Support Engineer Graduate (Saudi National) with verification",,,https://www.linkedin.com/jobs/view/4462433069/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=84xsgiNlvqWeucoqeixEfg%3D%3D&trackingId=K9CKqZ%2Fme%2FVMp4NpNe5bZQ%3D%3D&trk=flagship3_search_srp_jobs,data center,Middle East,
"Engineering Opportunities - Fresh Graduates
Engineering Opportunities - Fresh Graduates",,,https://www.linkedin.com/jobs/view/4465034338/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=84xsgiNlvqWeucoqeixEfg%3D%3D&trackingId=am3lgfGo%2Fey%2Fm8J74b587Q%3D%3D&trk=flagship3_search_srp_jobs,data center,Middle East,
"Electrician – O&M – Power
Electrician – O&M – Power",,,https://www.linkedin.com/jobs/view/4467582424/?trk=flagship3_search_srp_jobs,oil gas,Middle East,
"Technical Support Engineer Graduate (Saudi National)
Technical Support Engineer Graduate (Saudi National) with verification",,,https://www.linkedin.com/jobs/view/4462433069/?trk=flagship3_search_srp_jobs,oil gas,Middle East,
"Automation Test Engineer | Remote
Automation Test Engineer | Remote",,,https://www.linkedin.com/jobs/view/4466374721/?eBP=CwEAAAGguGdML_xrO6xUD9IRBleEgySv_1YFpsfDfHiXK0UjTx_nIqrh0l03o0D81xYtKF6ceWulPpCBnXpfUjyemNB8IETv032MsUo_-qDo7NrVG8v52FU6pCLPXkv_sZIPivAzQfkLaQD70BkHMT9huqNIPwhOOoWZCg_cxb4GKpwHO_MSaLHTyTPwkz8lIu7gt5Al9fVdUb_DSoJVfhJieOzDRkHzKJnn6CgGgyxT-qxoA2OowkwMQ41Dn1ztbSc5vmMhw0NRPBxTs1PwrV8ZPGkz2BdGHyEOk7eQc09RYv487TWvLwGJNqHGfabfvF-m_Pqtaa2uFHjHyDxI3c93rV7mymSG339bkTLsWid8diQM-NWMkQxMACrneNuzKHcQJB6wwv9elTLLsuzfNxtC1cRIRlxGV0wMwIKiNjv88SGm3N1LbFgfXXqiQuTBR7XEAXqXol8f-y316twp0KIla4YVQKrlsvGuyQBcOaZnx8jYLX_w3y2zAw-tcN3J4Eaz2A&refId=y%2F%2BpiI7MtDUGz02T0T5lOg%3D%3D&trackingId=kFRz0%2FVmeBCEiNQ26w%2F1cQ%3D%3D&trk=flagship3_search_srp_jobs,automation engineer,Sudan,
"Electrical Engineer | Remote
Electrical Engineer | Remote",,,https://www.linkedin.com/jobs/view/4466385599/?eBP=CwEAAAGguGdML3W-_6PMeGB2vj-rlypUuShwe6Ea6khq4Upr69XjboBmb7aIIiJggqWKs8YhJGlUzLS0_RYn7vMDVe5N3E8hPJxjQPFM424gHRMeKX15TnMqhYyLQTy9UbFuulqrYU_0ZKSvynPIpk5gSxvPVq28JBh7VhP6ziiRUTlwL0grI-OEfLGyI3r9U1CW2Ama393vzUPF5uQlEtNW4FJNunjJ02a3GRPbc7ysP2vwR-oUSOEAugUda8gS56ytDrVoLZSkR0xdfOreg-ZACAfeR8bxHijIPte41-FCy8jN0Q2nezvJOgjYPxOjn5gY5lVtK8YjIpyVLlyhSWzhrQLCOssli8mhwB8MAOqZLswtihMNNMQQYn75OnjPZiDBR9dsPSuoFuBGRQmxTg45CXUL2gBX-mQk_RIEm4bjyubjwJ1Z_SlBnh7Zw5x-4sn-1Rr-6xYyUpaaAAyZETjLNFxmeizZmApM5rSox5IFVRQW6fZo02-J9815nJZxzQDYhw&refId=y%2F%2BpiI7MtDUGz02T0T5lOg%3D%3D&trackingId=hULTHSbMmzzvUwyq1QgCKw%3D%3D&trk=flagship3_search_srp_jobs,automation engineer,Sudan,
"Electronic Engineer
Electronic Engineer",,,https://www.linkedin.com/jobs/view/4457602129/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=y%2F%2BpiI7MtDUGz02T0T5lOg%3D%3D&trackingId=XPTPGOYsJxuIXSUQPf8Fgw%3D%3D&trk=flagship3_search_srp_jobs,automation engineer,Sudan,
"Kernel Build Automation Engineer - Ubuntu Linux
Kernel Build Automation Engineer - Ubuntu Linux with verification",,,https://www.linkedin.com/jobs/view/4312477999/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=y%2F%2BpiI7MtDUGz02T0T5lOg%3D%3D&trackingId=2hVa63p6wTUWp0abRpTiog%3D%3D&trk=flagship3_search_srp_jobs,automation engineer,Sudan,
Automation Test Engineer | Remote,,,https://www.linkedin.com/jobs/view/4466374721/?alternateChannel=search&eBP=CwEAAAGguGdML_xrO6xUD9IRBleEgySv_1YFpsfDfHiXK0UjTx_nIqrh0l03o0D81xYtKF6ceWulPpCBnXpfUjyemNB8IETv032MsUo_-qDo7NrVG8v52FU6pCLPXkv_sZIPivAzQfkLaQD70BkHMT9huqNIPwhOOoWZCg_cxb4GKpwHO_MSaLHTyTPwkz8lIu7gt5Al9fVdUb_DSoJVfhJieOzDRkHzKJnn6CgGgyxT-qxoA2OowkwMQ41Dn1ztbSc5vmMhw0NRPBxTs1PwrV8ZPGkz2BdGHyEOk7eQc09RYv487TWvLwGJNqHGfabfvF-m_Pqtaa2uFHjHyDxI3c93rV7mymSG339bkTLsWid8diQM-NWMkQxMACrneNuzKHcQJB6wwv9elTLLsuzfNxtC1cRIRlxGV0wMwIKiNjv88SGm3N1LbFgfXXqiQuTBR7XEAXqXol8f-y316twp0KIla4YVQKrlsvGuyQBcOaZnx8jYLX_w3y2zAw-tcN3J4Eaz2A&refId=y%2F%2BpiI7MtDUGz02T0T5lOg%3D%3D&trackingId=kFRz0%2FVmeBCEiNQ26w%2F1cQ%3D%3D&trk=d_flagship3_search_srp_jobs,automation engineer,Sudan,
"Electrical Engineer | Remote
Electrical Engineer | Remote",,,https://www.linkedin.com/jobs/view/4466385599/?eBP=CwEAAAGguGdrfyg3flmtMmftDGscdXlW2ZfML_sOHyvMFwgPRkxEpsvKADhDZbAqkv27OAmLF8rAFc1ANstzXngVZrw4bvcWabcPECuEj2uwBR4-Nkhg_GGyPhP9LU1ez4myIZn1wAr3pRFEoFcCG7sNB0o6gvz5M-DoUc7xERYwZOF8EMvmICip69c8UtzvFFwrWQv_3qD_QuifBocql8fB9cd9YPVh7LBGixA4HIsPoMyxA1IXak-n21anJg_69YQ2Wdw5rtmw00R006Trfj2vk_AdUj3UCLffIVB5LJLPITNzoryxpcpgzEb8RHNgU0_z5MEFKYNLFszHTAnn-LX9Ru8W-b1ULSH2XZa_sWXmphsBIo_4KFUXlX38oqiCER3i4IFJgBBNleM8HS9PqflkZJtdqUB7Nx7x_ts2FyD5178HOitwfv8IWCZl_Q8GF_FWFgCwfndsLPBS02ME3Ll_hHZ0qIOXw0RuLwMYKQYpYX1XxP5zAl1XCXcrpqmPoA&refId=wLgV0pdap8dovYFrjn%2BCNQ%3D%3D&trackingId=iqfd%2FD3MLqN3ElMywX1BLg%3D%3D&trk=flagship3_search_srp_jobs,electrical engineer,Sudan,
"Electronic Engineer
Electronic Engineer",,,https://www.linkedin.com/jobs/view/4457602129/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=wLgV0pdap8dovYFrjn%2BCNQ%3D%3D&trackingId=ehYE%2FohA3C1fP6VTrR93qA%3D%3D&trk=flagship3_search_srp_jobs,electrical engineer,Sudan,
